Australia,Austria,Belgium,Canada,Denmark,Finland,France,Germany,Italy,Japan,Netherlands,New Zealand,Norway,Spain,Sweden,Switzerland,UK,USA
43,81,NA,1723,40,12,242,1281,276,NA,NA,NA,37,653,NA,NA,299,NA
48,110,NA,1658,51,12,293,1768,302,NA,194,12,62,1395,138,NA,871,2358
50,87,NA,1939,52,14,364,1667,NA,NA,213,20,42,1788,125,NA,609,2402
63,112,NA,1919,53,15,386,1870,366,NA,325,24,51,2746,109,NA,NA,2970
73,74,NA,1738,41,22,400,2048,393,NA,261,40,60,2672,134,NA,NA,3614
78,130,NA,2245,49,41,422,2108,443,NA,235,28,53,5254,135,NA,NA,4958
109,134,NA,2851,51,35,416,2213,423,NA,237,43,57,5434,159,NA,NA,3387
178,136,NA,2830,64,48,564,2636,384,834,313,28,69,5533,127,NA,NA,3137
183,165,NA,3224,87,47,550,2510,389,694,311,37,89,5874,147,NA,NA,4128
282,184,247,2831,88,53,673,2899,423,683,408,72,95,6163,208,NA,NA,4411
288,220,258,3104,94,58,815,2777,518,500,391,96,109,4869,186,NA,NA,4949
278,193,261,3870,97,53,874,3008,602,628,429,125,100,4789,146,629,NA,4513
248,253,312,3645,98,78,863,3495,538,607,441,147,120,4998,157,599,NA,4425
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5447
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5013
NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
1,0,NA,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
1,0,NA,0,NA,0,0,1,NA,NA,NA,NA,0,3,NA,NA,NA,48
0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,0,35,0,NA,NA,39
0,0,NA,0,NA,0,0,0,NA,NA,NA,1,0,38,0,NA,NA,31
1,0,NA,0,NA,0,0,0,NA,NA,NA,1,0,8,0,NA,NA,41
5,0,NA,0,NA,0,0,2,NA,NA,NA,3,0,5,0,NA,NA,48
0,0,NA,0,NA,0,0,0,NA,NA,NA,1,0,6,0,NA,NA,54
2,1,NA,0,NA,0,0,0,NA,NA,NA,2,0,7,0,NA,NA,36
0,0,NA,6,NA,0,1,0,NA,50,NA,NA,0,4,1,NA,NA,59
1,0,NA,0,NA,0,1,0,NA,48,NA,1,0,7,0,NA,NA,54
2,0,NA,0,NA,0,0,0,6,59,NA,2,0,4,0,NA,NA,78
0,0,NA,0,NA,0,0,0,7,69,NA,1,0,6,0,NA,NA,81
1,0,NA,NA,NA,0,0,0,3,58,NA,1,0,3,0,0,NA,69
NA,0,NA,0,NA,0,0,1,2,31,NA,NA,0,7,0,0,NA,66
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,17,2191,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
NA,NA,NA,259,NA,NA,29,2425,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
32,NA,NA,303,16,2,27,1784,NA,NA,NA,NA,2,2,NA,NA,NA,NA
14,18,NA,235,27,2,39,1683,NA,NA,NA,NA,4,20,NA,NA,NA,NA
21,40,NA,192,15,5,44,1633,390,NA,NA,NA,5,65,NA,NA,NA,NA
21,91,NA,294,28,16,60,0,1245,NA,56,2,14,716,20,NA,NA,NA
18,120,NA,518,32,8,124,0,1688,NA,52,11,41,801,28,NA,NA,1201
20,324,NA,628,17,6,167,2224,2173,NA,57,9,27,1124,38,NA,NA,1373
29,523,NA,606,12,8,223,1619,16286,NA,54,1,19,1312,37,NA,NA,1356
56,616,NA,632,19,13,315,1369,11878,NA,43,6,37,2637,30,NA,NA,1193
30,429,NA,634,17,9,348,1065,9311,NA,62,2,27,2283,23,NA,NA,1379
48,272,NA,790,23,11,522,816,7795,136,56,1,30,2771,37,NA,NA,2095
21,237,NA,1080,20,17,409,722,12989,78,65,1,20,3449,36,NA,NA,4562
44,235,144,1119,55,18,506,699,22007,72,90,2,32,2821,40,NA,NA,3130
24,234,156,1535,40,10,520,749,16812,67,66,4,39,1592,54,NA,NA,3403
28,153,257,1985,29,12,471,776,26591,58,66,4,35,1126,39,113,NA,13621
39,128,201,1350,50,9,402,895,14956,62,79,1,41,1012,25,84,NA,12925
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,698,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,8,NA,NA,0,799,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2,NA,NA,0,2,0,0,931,NA,NA,NA,NA,3,4,NA,NA,NA,22
0,16,NA,0,5,4,0,1368,NA,NA,NA,NA,2,0,NA,NA,0,24
1,15,NA,0,4,0,0,1139,8,NA,NA,NA,1,0,NA,NA,83,13
1,37,NA,17,0,3,6,0,16,NA,29,NA,3,9,11,NA,411,30
5,56,NA,18,6,3,12,0,NA,NA,36,3,2,11,10,NA,422,54
6,120,NA,19,4,1,6,1302,16,NA,24,3,7,7,6,NA,NA,46
17,147,NA,25,3,0,12,1004,9,NA,27,11,10,11,13,NA,NA,40
8,367,NA,34,7,1,22,734,13,NA,25,10,15,22,31,NA,NA,40
19,423,NA,67,4,1,124,568,9,NA,19,1,16,44,29,NA,NA,63
24,435,NA,69,10,4,141,476,13,1410,21,7,15,60,78,NA,NA,56
46,295,NA,87,15,8,88,409,9,1214,25,2,9,86,70,NA,NA,57
38,281,36,58,13,3,105,399,28,1326,35,14,10,102,95,NA,NA,46
66,361,45,118,13,1,111,393,15,1163,32,14,14,117,153,NA,NA,53
52,226,65,160,5,4,119,492,29,1182,26,11,7,129,351,86,NA,60
41,317,NA,100,7,4,119,531,31,1278,25,7,12,122,562,54,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
0,NA,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6
0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,4
0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,4
0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA
0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,0
0,NA,NA,0,2,0,0,153,0,0,NA,NA,NA,0,14,NA,NA,0
1,73,NA,7,10,7,0,623,23,0,0,NA,13,26,114,NA,NA,NA
10,63,17,24,10,5,0,370,56,4,0,NA,15,37,86,NA,NA,0
6,54,17,16,15,2,0,422,44,9,NA,NA,18,27,81,NA,NA,0
7,76,50,25,13,1,0,640,65,21,24,1,16,38,82,51,NA,NA
11,94,NA,20,4,0,0,655,87,5,19,1,25,41,105,67,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1137
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2095
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2878
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3158
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3733
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3472
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4093
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4514
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7115
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3358,NA,110,NA,NA,5141,NA,NA,5877,NA,134,NA,NA,NA,NA,NA
NA,NA,4768,NA,134,NA,NA,3824,NA,NA,3192,NA,119,NA,NA,NA,NA,NA
NA,NA,3596,NA,119,NA,6585,3790,NA,NA,3100,NA,106,NA,NA,NA,NA,NA
NA,NA,4007,836,251,NA,6585,4302,NA,NA,4272,NA,136,NA,NA,NA,NA,NA
43,NA,3880,1040,203,47,10296,4132,NA,NA,4500,NA,172,6898,NA,NA,NA,NA
30,84,4327,1187,229,44,16133,4532,7329,NA,5310,NA,224,10557,NA,NA,0,NA
30,104,4936,1768,199,52,14275,5003,19350,NA,4427,NA,214,14904,NA,NA,0,NA
39,101,5667,2560,169,62,17359,5562,20093,NA,4160,7,205,38344,193,NA,365,NA
29,120,7072,3951,163,83,19142,5961,17267,NA,4900,20,203,39517,272,NA,310,NA
29,132,8495,4057,102,50,21778,6490,15327,NA,4919,7,189,40172,218,NA,NA,NA
41,135,8444,3243,67,60,22554,6272,40821,NA,4497,4,135,41171,263,NA,NA,NA
40,178,8014,3471,52,73,22162,4868,34792,NA,3301,1,131,73380,239,NA,NA,NA
36,153,7106,2692,49,61,19976,4390,26057,NA,2077,3,130,82519,234,NA,NA,NA
48,132,7488,3110,66,82,23012,3570,21784,119,1713,4,129,78512,345,NA,NA,NA
48,139,7831,3789,102,77,22084,3179,23483,127,1233,3,133,84978,376,NA,NA,NA
60,178,8221,3907,92,92,22558,3374,37275,163,1465,9,122,93623,459,NA,NA,NA
48,184,9093,5222,104,101,21603,3925,33128,142,1680,3,114,61766,400,NA,NA,NA
41,167,9754,5945,93,63,20718,3762,29960,164,1632,4,123,47938,421,730,NA,NA
67,194,8491,4155,84,87,19396,4370,23885,121,1841,10,123,43190,416,619,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,162,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,NA,NA,0,NA,NA,0,94,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
7,NA,NA,0,12,1,0,99,NA,NA,NA,NA,2,6,NA,NA,NA,NA
9,0,NA,7,15,4,0,102,NA,NA,NA,NA,4,5,NA,NA,0,NA
2,0,NA,6,6,2,0,94,25,NA,NA,NA,7,16,NA,NA,0,NA
0,2,NA,0,9,0,6,0,20,NA,12,2,12,28,7,NA,0,NA
8,1,NA,6,11,3,9,0,NA,NA,18,2,9,30,10,NA,460,NA
2,5,NA,5,5,1,13,119,14,NA,11,2,4,30,9,NA,NA,NA
8,6,NA,11,5,2,8,99,17,NA,10,4,8,30,9,NA,NA,NA
5,2,NA,5,4,3,16,110,33,NA,12,0.001,5,51,9,NA,NA,NA
9,2,NA,0,3,2,10,81,26,NA,20,0.002,6,56,3,NA,NA,NA
4,4,NA,84,3,3,6,108,22,37,15,1,2,43,6,NA,NA,NA
7,3,NA,10,9,4,6,88,23,94,10,NA,15,80,26,NA,NA,7086
9,8,4,13,9,3,6,106,27,103,18,1,15,60,17,NA,NA,5255
12,1,9,13,11,3,9,98,37,20,11,1,10,42,10,NA,NA,4408
21,4,13,10,6,4,11,81,32,53,12,1,9,68,15,7,NA,6901
10,1,NA,10,1,1,8,87,29,76,19,0.001,10,37,9,7,NA,6327
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3511
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13327
NA,NA,NA,NA,NA,NA,0,402,NA,NA,NA,NA,2,NA,NA,NA,1000,20947
NA,NA,NA,145,NA,NA,0,192,NA,NA,NA,NA,1,NA,NA,NA,NA,19634
471,NA,NA,200,3,1,0,145,NA,NA,NA,NA,6,0,NA,NA,NA,10659
221,2,NA,62,0,0,0,324,NA,NA,NA,NA,0,0,NA,NA,42,4094
221,3,NA,90,6,2,0,221,8,NA,NA,NA,2,0,NA,NA,131,4009
206,1,NA,104,26,57,6,0,14,NA,7,226,3,2,53,NA,185,3305
320,2,NA,76,23,37,6,0,NA,NA,15,141,18,12,3,NA,277,4145
340,3,NA,130,25,2,9,238,7,NA,8,30,38,2,7,NA,1000,3716
289,0,NA,228,60,2,8,194,22,NA,6,26,120,1,7,NA,NA,3614
264,6,NA,140,122,2,16,154,25,NA,5,27,287,2,35,NA,NA,4137
500,5,NA,183,253,76,17,370,11,NA,3,25,349,2,317,NA,NA,3565
807,3,NA,185,224,210,36,192,25,1157,4,425,524,2,388,NA,NA,NA
1762,7,NA,446,222,348,27,406,29,1450,11,345,626,6,368,NA,NA,NA
2646,12,6,647,169,271,27,434,18,1415,13,146,405,5,249,NA,NA,NA
3152,4,8,961,75,218,45,491,38,1424,26,210,364,9,196,NA,NA,NA
2656,6,5,450,227,126,42,446,34,1139,86,222,279,7,91,11,NA,837
1724,7,NA,315,193,154,25,452,27,1097,57,248,151,7,41,19,NA,282
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
NA,NA,NA,NA,NA,NA,0,99,NA,NA,NA,NA,4,NA,NA,NA,NA,1330
NA,NA,NA,12,NA,NA,0,109,NA,NA,NA,NA,7,NA,NA,NA,NA,1263
6,NA,NA,0,0,2,0,81,NA,NA,NA,NA,8,1,NA,NA,2000,808
5,4,NA,10,1,1,0,85,NA,NA,NA,NA,12,2,NA,NA,211,62
19,3,NA,9,12,4,0,125,NA,NA,NA,NA,11,2,NA,NA,723,126
16,8,NA,20,1,0,1,0,NA,NA,18,37,15,2,3,NA,134,116
23,2,NA,12,1,2,1,0,NA,NA,9,23,14,4,4,NA,538,97
26,2,NA,19,0,2,3,129,4,NA,13,21,18,8,1,NA,NA,107
40,11,NA,11,1,2,7,83,9,NA,19,1,7,4,0,NA,NA,183
35,6,NA,19,1,9,8,87,10,NA,17,6,10,11,3,NA,NA,96
37,3,NA,47,1,3,2,67,1,NA,11,9,15,9,6,NA,NA,NA
24,10,NA,31,5,6,3,101,4,20,15,12,14,9,3,NA,NA,NA
25,3,NA,19,0,0,4,76,3,47,15,6,7,6,5,NA,NA,NA
21,6,4,37,0,1,3,90,6,53,23,4,4,8,1,NA,NA,NA
18,4,4,59,0,7,1,99,3,34,17,3,5,4,18,NA,NA,7031
42,9,3,25,2,2,5,124,2,54,13,5,7,5,9,4,NA,7730
27,11,NA,20,3,2,6,120,7,51,17,6,13,11,23,2,NA,6742
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7831
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8253
NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,8105
NA,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,7872
8,NA,NA,0,NA,0,0,3,NA,NA,NA,NA,0,0,NA,NA,NA,9374
1,0,NA,9,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,10598
4,0,NA,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,13459
4,0,NA,0,NA,1,0,0,1,NA,NA,5,0,0,0,NA,NA,12448
10,0,NA,0,NA,0,1,0,NA,NA,NA,8,0,0,0,NA,NA,12475
12,0,NA,0,NA,0,0,0,0,NA,NA,2,0,0,0,NA,NA,15253
3,0,NA,0,NA,0,0,0,0,NA,NA,0.014,0,0,0,NA,NA,13376
12,0,NA,0,NA,0,0,0,0,NA,NA,1,0,1,0,NA,NA,NA
15,0,NA,0,NA,0,1,0,0,NA,NA,0.007,0,2,0,NA,NA,NA
14,0,NA,0,NA,0,0,0,0,11,NA,7,0,0,0,NA,NA,NA
15,0,NA,0,NA,0,0,0,1,15,NA,0.004,0,0,0,NA,NA,NA
13,0,NA,0,NA,0,0,0,0,7,NA,0.001,0,0,0,NA,NA,NA
11,0,NA,0,NA,0,0,0,0,12,NA,1,0,2,0,NA,NA,NA
10,0,NA,0,NA,0,0,0,0,12,NA,2,0,1,0,0,NA,NA
2,0,NA,0,NA,0,1,0,0,5,NA,3,0,1,0,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,315,NA,NA,NA,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,126,NA,NA,0,382,NA,NA,NA,NA,30,NA,NA,NA,NA,NA
80,NA,NA,142,7,1,0,383,NA,NA,NA,NA,28,3,NA,NA,NA,NA
73,28,NA,91,10,11,0,376,NA,NA,NA,NA,37,7,NA,NA,275,NA
67,29,NA,160,16,23,0,305,19,NA,NA,NA,57,3,NA,NA,572,NA
145,34,NA,247,8,15,20,0,35,NA,72,31,63,15,9,NA,1089,NA
207,28,NA,273,15,16,29,0,NA,NA,59,64,85,35,9,NA,851,NA
379,68,NA,418,12,21,30,704,64,NA,95,54,108,38,9,NA,1000,NA
421,60,NA,440,23,20,28,588,82,NA,115,55,53,74,16,NA,NA,NA
513,102,NA,594,13,45,27,475,111,NA,100,43,82,193,17,NA,1000,NA
596,108,NA,714,44,56,49,438,86,NA,324,52,82,224,31,NA,2000,NA
599,89,NA,640,119,63,48,408,107,1590,194,65,78,403,27,NA,5000,NA
734,102,NA,564,365,154,52,365,110,2203,127,67,93,876,55,NA,7000,NA
883,91,171,639,540,234,50,428,178,3593,172,100,138,789,71,NA,4000,NA
1006,82,220,627,248,223,56,470,102,3629,191,78,233,570,137,NA,8000,NA
1285,93,216,1505,200,258,66,559,187,2889,168,179,246,512,216,121,6000,NA
2105,106,284,1245,276,269,67,632,134,3541,142,177,186,542,73,61,5000,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8927
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8698
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9774
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12516
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12959
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13083
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13485
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14504
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16393
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13694
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9415
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12086
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14926
NA,NA,NA,NA,NA,NA,0,56,NA,NA,NA,NA,6,NA,NA,NA,NA,17418
NA,NA,NA,240,NA,NA,0,82,NA,NA,NA,NA,5,NA,NA,NA,NA,13492
11,NA,NA,190,15,7,0,58,NA,NA,NA,NA,8,35,NA,NA,NA,19719
2,11,NA,120,13,9,0,68,NA,NA,NA,NA,7,39,NA,NA,NA,21555
5,10,NA,142,8,0,0,62,17,NA,NA,NA,11,108,NA,NA,NA,18258
1,8,NA,131,3,3,7,0,24,NA,10,1,8,131,12,NA,NA,NA
1,5,NA,102,3,4,8,0,NA,NA,14,3,5,159,21,NA,NA,NA
4,15,NA,63,5,3,6,57,25,NA,25,0.001,8,174,19,NA,NA,NA
1,10,NA,82,2,1,8,70,33,NA,21,1,10,219,26,NA,NA,NA
1,9,NA,62,3,1,10,52,53,NA,3,0.001,8,481,14,NA,NA,8
1,14,NA,75,7,2,7,62,42,NA,22,NA,6,997,23,NA,NA,6
8,13,NA,89,4,2,21,58,32,77,17,NA,8,2297,29,NA,NA,0
9,14,NA,67,5,7,20,58,32,76,8,NA,10,4279,30,NA,NA,3
4,12,12,121,13,7,15,77,62,88,24,NA,11,3196,33,NA,NA,3
5,13,11,110,5,5,25,83,70,95,20,0.001,15,2695,37,NA,NA,10
4,21,34,85,5,4,35,77,75,77,18,3,11,3377,38,39,NA,8
5,21,NA,120,5,3,31,90,76,75,25,2,11,3958,52,20,NA,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
NA,NA,NA,NA,NA,NA,21,103,NA,NA,NA,NA,1,NA,NA,NA,NA,11
NA,NA,NA,17,NA,NA,23,147,NA,NA,NA,NA,1,NA,NA,NA,NA,6
12,NA,NA,10,1,2,49,133,NA,NA,NA,NA,0,3,NA,NA,NA,16
7,2,NA,12,0,0,55,168,NA,NA,NA,NA,1,3,NA,NA,NA,18
1,3,NA,14,0,0,55,203,60,NA,NA,NA,0,4,NA,NA,NA,NA
12,1,NA,16,0,2,41,1748,83,NA,5,1,0,14,0,NA,NA,NA
9,2,NA,20,2,0,73,1787,NA,NA,6,NA,2,10,0,NA,NA,NA
5,6,NA,20,3,0,86,229,35,NA,15,1,2,17,0,NA,NA,NA
0,2,NA,28,1,0,87,153,118,NA,19,NA,5,14,1,NA,NA,1979
0,8,NA,35,0,0,130,138,54,NA,11,NA,9,41,1,NA,NA,1637
1,7,NA,55,0,2,115,106,74,NA,13,NA,6,49,6,NA,NA,1640
1,7,NA,57,0,4,167,64,42,36,9,0.001,5,35,3,NA,NA,1829
2,9,NA,60,0,6,153,57,60,60,16,0.001,1,31,1,NA,NA,1867
2,5,80,69,0,6,183,68,70,72,13,NA,3,47,2,NA,NA,1680
2,8,139,57,2,3,166,81,61,58,12,NA,3,46,3,NA,NA,1164
0,8,122,55,NA,2,186,77,80,22,15,NA,3,32,2,11,NA,1417
2,7,121,100,NA,4,167,84,64,13,3,NA,3,34,0,11,NA,1815
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,2418
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,1916
NA,NA,NA,NA,NA,NA,60,2350,NA,NA,NA,NA,14,NA,NA,NA,1000,1678
NA,NA,NA,510,NA,NA,66,3164,NA,NA,NA,NA,20,NA,NA,NA,1000,1806
54,NA,NA,683,60,11,88,2469,NA,NA,NA,NA,27,70,NA,NA,1000,1536
