Australia,Austria,Belgium,Canada,Denmark,Finlad,France,Germany,Italy,Japan,Netherlands,New Zealand,Norway,Spain,Sweden,Switzerland,UK,USA
NA,1,NA,NA,NA,NA,2.22,1.92,0.11,0.25,NA,NA,NA,NA,NA,0.02,1.71,23.79
NA,0.62,0.14,NA,NA,NA,1.89,1.89,0.1,0.13,NA,NA,NA,NA,NA,NA,1.43,NA
NA,0.58,NA,NA,NA,NA,3.48,1.74,0.01,0.31,NA,0.01,NA,NA,NA,NA,0.99,13.29
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.02,0.19,NA,NA,NA,3.17,3.9,NA,NA,0.01,NA,NA,NA,NA,0.05,NA,NA
NA,0.01,0.03,NA,NA,NA,7.2,0.47,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA
NA,0.19,0.01,NA,NA,NA,NA,0.63,NA,NA,0.12,NA,0.73,NA,NA,NA,NA,NA
0.75,0.13,0.01,0.13,NA,NA,0.04,0.87,NA,NA,0.66,0.76,4.29,NA,NA,NA,0.8,1.6
8.86,0.09,0.02,4.46,NA,1.66,0.01,4.79,0.29,NA,1.05,NA,20.7,NA,NA,7.98,1.38,NA
8.86,0.19,0.02,8.79,NA,0.3,0.54,1.79,NA,NA,0.25,0.35,10.82,NA,7.51,5.39,NA,NA
11.85,0.06,0.02,0.34,NA,1.16,0.02,2.9,NA,NA,0.24,0.25,9.3,NA,7.31,5.48,0.75,239.07
11.54,0.09,0.02,4.31,NA,NA,0.08,1.82,2.38,NA,0.28,0.33,7.79,NA,5.46,4.59,1.9,10.62
9.45,2.93,0.02,3.13,NA,0.55,0.18,30.09,2.55,NA,0.07,0.29,6.09,NA,5.44,15.22,1.79,0.32
4.75,0.19,0.02,0.36,NA,1.62,0.47,30.01,3.99,NA,0.63,0.28,7.61,NA,6.41,7.4,4.42,209.14
5.38,0.17,NA,8.35,NA,2.11,0.32,6.55,7.68,NA,0.84,0.21,8.02,0.01,6.48,6.94,48.95,53.79
4.01,0.73,NA,0.89,NA,2.66,0.31,7.46,1.75,NA,0.64,1.11,9.26,0.06,8.05,10.19,45.93,68.45
3.34,0.17,NA,1.8,NA,2.72,0.39,4.38,0.77,NA,0.7,0.29,7.63,NA,7.83,3.95,NA,9.7
2.91,0.16,NA,0.23,1.87,0.87,0.61,2.52,1.02,NA,0.65,0.21,5.09,0.04,7.33,9.95,NA,1.4
1.57,0.01,NA,3.07,1.02,3.4,0.32,6.25,1.78,NA,0.69,0.4,5.54,1.57,7.67,11.83,1.12,54.61
8.88,0.01,0.42,6.58,1.75,0.39,1.24,6.64,1.62,NA,1.97,0.35,3.03,NA,3.61,6.75,0.28,154.34
1.02,0.01,0.44,0.01,NA,1.65,0.27,1.81,1.1,NA,0.28,NA,5.71,1.91,12.85,5.26,0.06,13.69
0.24,0.02,0.39,NA,NA,1.57,0.7,3.05,0.12,NA,0.13,NA,2.71,NA,0.1,7.62,0.47,5.33
5.93,0.03,0.34,2.37,0.14,0.99,1.49,2.66,0.46,NA,0.1,NA,3.39,NA,9.12,6.99,0.66,2.46
NA,0.7,127.88,1.49,NA,0.39,4.66,3.72,1.15,0.55,1.34,NA,2.11,NA,NA,1.48,0.83,0.15
NA,0.97,44.25,1.7,NA,0.8,7.53,13.38,0.27,4.49,0.43,NA,3.17,NA,NA,4.21,0.93,1.9
NA,0.52,47.66,1.42,NA,NA,12.3,47.75,5.04,5.42,0.21,NA,4.22,NA,NA,1.42,3.6,0.3
NA,1.76,21.34,5.09,NA,3.58,13.75,25.62,2.03,4.58,0.81,0.14,13.57,NA,NA,5.74,2.93,0.04
NA,0.6,48.43,8.52,NA,0.36,10.71,18.47,0.28,5.76,2.2,NA,18.25,2.1,NA,3.23,7.37,NA
NA,0.77,39.13,18.5,NA,0.61,20.49,15.05,2.24,0.04,3.58,NA,6.52,2.13,9.2,3.86,19.32,4.53
NA,0.76,37.02,9.75,NA,2.02,16.95,4.25,3.98,0.11,2.5,0.05,7.6,1.78,8.94,6.14,3.52,28.58
0.02,4.24,49.21,14.68,NA,1.58,12.67,14.16,2.31,0.47,4.98,NA,11.97,1.65,9.76,9.12,12.14,41.58
NA,5.29,90.13,22.82,NA,2.33,15.45,20.73,2.08,0.32,6.97,NA,7.74,3.74,13.07,10.5,26.79,62.3
0.65,9.24,71.68,38.65,NA,1.93,19.87,17.29,3.18,0.86,10.04,0.06,30.11,5.86,19.61,7.36,21.98,115.89
NA,7.21,1116.14,108.34,NA,2.73,1439.08,548.34,447.13,0.63,212.05,0.47,33.09,7.92,241.04,52.59,29.84,1784.52
0.02,3.88,364.73,19.8,NA,3.5,147.98,76.6,20.01,48.53,22.18,0.07,28.79,7.76,27.52,6.69,343.21,263.78
0.09,0.41,276.86,24.6,NA,5.91,64.22,71.16,1.1,376.81,23.44,0.22,24.25,12,39.38,10.67,86.63,168.93
2.34,0.66,302.83,51.26,8.25,8.55,60.24,91.83,1.6,28.15,28.29,0.05,27.65,21.46,37.35,9.48,149.91,1003.58
0.64,1.03,318.37,18.95,4.37,6.6,25.42,70.43,5.3,22.95,42.11,NA,24.99,17.62,19.58,13.38,115.69,162.13
5.03,0.39,135.93,31.78,5.95,6.36,49.54,140.03,8.86,64.75,90.22,0.77,35.3,34.68,76.72,17.32,198.66,273.79
10.65,0.4,290.8,49.41,6.11,9.4,31.26,96.17,12.35,83.71,25.52,0.08,38.82,40.34,98.63,4.29,393.62,372.46
8.52,138.33,633.76,19.83,6.23,6.68,30.28,35.53,8.91,168.31,422.53,NA,39.38,313.98,97.5,15.31,32.05,345.67
9.22,0.3,179.19,49.27,1.84,7.62,1154.66,69.82,737.93,193.92,14.08,NA,16.4,29.83,221.3,9.46,229.51,1400.08
NA,NA,0.03,0.14,NA,NA,49.52,0.86,15.77,8.07,NA,NA,NA,NA,NA,NA,0.32,3.1
NA,NA,1.1,0.41,NA,NA,52.18,1.45,1.56,38.07,NA,NA,NA,NA,NA,NA,0.34,3.24
NA,NA,0.8,0.18,NA,NA,44.77,1.97,5.22,16.92,0.02,NA,0.02,NA,NA,0.06,NA,0.82
NA,NA,0.15,0.25,NA,NA,44.42,0.17,2.8,10.25,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.14,0.2,NA,NA,40.26,0.78,3.14,21.81,NA,NA,NA,4.27,NA,NA,NA,NA
NA,NA,0.13,0.19,NA,NA,33.93,0.24,1.14,8.75,NA,NA,0.12,NA,NA,0.67,NA,NA
NA,NA,0.05,NA,NA,NA,40.91,0.08,1.01,8.75,NA,NA,NA,NA,NA,NA,NA,2.24
NA,NA,NA,0.18,NA,NA,26.42,0.07,5.15,6.26,1.71,NA,0.65,NA,NA,0.81,NA,1.35
NA,NA,NA,0.11,NA,NA,21.69,0.06,0.95,9.39,0.03,NA,0.02,NA,NA,0.24,NA,1.45
NA,NA,0.07,0.21,NA,NA,32.98,0.03,0.72,5.41,0.02,NA,0.06,NA,NA,NA,0.03,2.03
NA,NA,0.04,0.57,NA,NA,25.68,0.58,0.89,8.92,NA,NA,NA,NA,NA,NA,NA,35.26
NA,NA,NA,0.23,NA,0.04,23.64,0.29,0.87,2.66,NA,NA,0.05,NA,NA,NA,NA,4.27
NA,NA,0.02,0.2,NA,0.08,75.9,0.31,1.2,5,0.76,0.46,0.16,NA,NA,NA,NA,3.5
NA,NA,0.02,0.68,NA,NA,80.78,0.14,0.81,1.96,NA,NA,0.62,NA,NA,0.23,NA,9.15
NA,NA,NA,0.05,NA,NA,65.12,0.28,0.86,5.34,1.43,NA,NA,1.48,NA,0.03,NA,6.22
NA,NA,NA,0.05,NA,NA,58.67,0.2,3.99,10.27,NA,NA,NA,NA,0.08,1.13,NA,8.37
NA,NA,NA,2.79,NA,NA,37.66,1.12,12.62,35.89,NA,NA,0.96,2.55,0.38,NA,2.75,10.15
NA,NA,NA,0.64,0.01,NA,42.96,0.23,4.14,25.26,NA,NA,0.36,0.02,0.24,0.7,0.01,13.78
0.17,NA,0.12,3.86,NA,NA,40.4,9.71,1.47,17.74,NA,NA,NA,0.77,NA,0.68,0.02,18.25
NA,0.02,0.05,2.55,NA,NA,5.46,0.02,NA,5.64,0.01,NA,NA,NA,NA,NA,2.95,NA
NA,NA,0.2,NA,NA,NA,0.88,0.15,NA,6.75,NA,NA,NA,NA,NA,NA,3.31,NA
NA,NA,0.04,0.06,NA,NA,1.22,0.43,NA,0.38,0.02,NA,NA,NA,NA,NA,1.35,NA
NA,NA,0.04,1.08,NA,NA,1.3,0.05,NA,6.38,0.01,NA,NA,NA,NA,NA,24.28,0.13
NA,NA,0.03,0.76,NA,NA,1.17,0.04,NA,0.76,NA,NA,NA,NA,NA,0.07,15.99,NA
NA,NA,NA,0.04,NA,NA,0.8,NA,NA,1.61,NA,NA,NA,NA,NA,NA,18.71,NA
NA,NA,NA,1.47,NA,NA,0.25,0.02,NA,5.55,NA,NA,NA,0.17,NA,NA,4.14,0.14
NA,NA,NA,0.09,NA,NA,0.4,0.08,NA,1.06,NA,NA,NA,NA,NA,NA,2.4,0.25
NA,NA,NA,0.11,NA,NA,0.75,0.04,NA,14.67,NA,NA,NA,NA,NA,NA,1.41,0.42
NA,NA,NA,1.01,NA,NA,0.49,0.05,NA,13.84,NA,NA,NA,NA,NA,NA,2.9,NA
NA,NA,NA,0.02,NA,NA,0.24,0.03,NA,0.51,NA,NA,NA,NA,NA,NA,1.36,NA
NA,NA,NA,0.31,NA,NA,0.3,0.05,NA,1.01,NA,NA,NA,NA,NA,NA,1.48,0.04
NA,NA,0.31,0.01,NA,NA,21.66,0.01,NA,0.85,NA,NA,NA,NA,NA,NA,0.99,NA
0.01,NA,NA,0.3,NA,NA,1.6,NA,NA,0.54,NA,0.04,NA,NA,0.1,NA,1.26,0.03
NA,NA,NA,2.02,NA,NA,0.42,NA,NA,0.66,NA,0.05,NA,NA,NA,NA,1.04,0.07
NA,NA,NA,0.01,NA,NA,5.4,0.01,0.03,1.2,NA,0.05,NA,NA,NA,NA,0.25,NA
NA,NA,NA,2.41,NA,NA,0.14,0.01,NA,9.22,NA,0.02,NA,NA,NA,NA,NA,NA
0.25,NA,NA,0.06,NA,0.02,0.15,0.03,NA,0.81,NA,0.02,NA,NA,NA,NA,0.34,0.08
0.94,NA,NA,0.08,NA,0,0.3,0.04,1.01,0.85,NA,0.01,NA,0.04,NA,NA,0.03,NA
NA,0.06,0.32,1.81,NA,NA,1.46,20.29,2.28,13.95,0.24,NA,0.69,NA,3.74,3.95,0.09,35.86
NA,0.03,1.06,1.65,NA,NA,1.28,8.22,1.41,119.77,NA,NA,0.63,NA,1.14,NA,0.1,33.43
NA,0.05,1.39,0.72,NA,NA,1.4,13.94,0.21,100.19,0.31,NA,0.79,8.76,0.08,1.46,18.52,23.31
NA,0.03,1.21,0.95,NA,0.01,8.61,18.23,0.09,20.87,0.15,NA,1.04,9.46,NA,NA,NA,30.43
NA,0.02,1.7,2.36,NA,0.02,4.11,20.94,0.13,23.93,0.16,NA,0.94,20.08,NA,2,0.04,17.59
NA,0.02,1.59,0.91,NA,0.56,2.11,12.78,0.29,26.92,0.27,NA,2.2,66.02,0.24,2.35,0.54,21.63
NA,0.05,0.99,2.32,NA,NA,6.31,10.22,0.89,26.86,NA,NA,2.32,61.3,NA,NA,68.18,107.61
NA,NA,0.72,1.52,NA,0.11,5.48,24.37,0.94,23.2,NA,NA,NA,30.52,2.13,NA,0.12,25.43
NA,NA,0.2,1.95,NA,1.04,22,10.25,0.29,33.65,0.02,NA,0.68,32.79,0.07,0.02,0.14,51.37
NA,0.02,0.16,2.53,NA,0.97,18.79,13.68,1.14,29.44,NA,NA,0.83,66.85,0.22,1.31,38.19,40.69
NA,0.01,0.3,2.67,NA,NA,4.49,7.46,0.27,19.12,0.04,NA,0.57,36.4,0.21,NA,0.26,45.1
NA,0.01,0.98,12.61,0.04,0.12,3.18,14.68,6.89,10.9,0.04,NA,0.58,56.59,0.35,0.09,0.18,47.46
NA,NA,0.62,0.28,6.83,0.68,3.54,8.98,0.64,11.37,NA,NA,0.51,27.92,0.06,0.16,0.57,36.14
NA,NA,0.66,0.56,NA,NA,NA,3.66,0.87,21.58,NA,NA,0.57,24.15,NA,0.1,10.16,56.06
NA,0.01,0.66,4.49,NA,0.71,4.74,12.74,2.27,12.15,0.02,NA,NA,30.46,0.82,0.11,0.11,65.77
NA,0.02,0.44,0.84,NA,0.72,2.15,3.14,1.44,12.01,NA,NA,NA,48.68,NA,NA,1.52,49.81
NA,0.01,0.4,3.72,NA,0.12,16.56,12.06,2.72,11.01,NA,NA,NA,86.38,0.01,NA,0.12,68.36
NA,0.02,1.16,1.83,0.07,NA,124.01,1.47,2.09,12.01,0.24,NA,NA,71.12,NA,0.02,0.07,72.18
0.74,0.03,0.65,0.38,0.16,0.56,218.5,2.11,1.72,11.03,0.16,NA,0.28,20.38,0.01,0.01,0.16,59.79
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.31,4.74,5.4,NA,0.07,6.29,20.3,4.68,43.12,9.56,NA,1.45,NA,3.92,10.64,4.46,26.41
NA,0.84,18.56,10.13,NA,0.08,9.61,18.58,1.92,38.3,5.72,NA,1.17,97.03,6.91,87.05,4.99,39.19
0.12,0.31,12.87,3.37,0.34,0.05,8.22,33.22,59.56,56.98,23.47,NA,1.94,NA,0.11,3.29,5.42,22.48
NA,0.16,12.13,2.37,NA,0.2,11.54,34.65,0.52,113.58,10.92,0.01,3.39,55.56,NA,10.04,5.08,19.95
NA,0.18,15.68,18.19,4.3,0.08,11.86,25.39,0.71,120.22,14.84,NA,3.56,16.58,NA,10.56,20.9,22.38
NA,0.19,13.1,3.66,15.03,0.33,10.79,32.65,2.96,20.5,16.16,NA,5.46,61.29,4.92,8.25,5.95,19.26
NA,0.19,10.59,14.21,1.46,0.26,10.2,7.09,1.5,17.03,3.38,NA,11.31,26.7,0.45,13.15,16.84,38.5
NA,0.18,11.55,7.87,NA,0.4,7.99,13.59,1.59,7.57,5.93,NA,0.12,59.76,0.74,9.54,1.38,115.92
0.03,0.2,11.57,10.15,0.02,0.92,10.47,14.63,1.69,33.69,7.35,0.14,0.89,48.35,0.48,8.78,1.54,80.46
NA,0.8,14.14,10.32,2.99,0.86,10.8,25.89,4.25,13.31,1.95,NA,5.19,84.99,1.51,6.07,0.91,120.27
NA,0.8,18.29,20.52,NA,1.41,14.87,25.78,0.76,27.82,2.77,NA,0.88,46.49,2.14,13.76,0.54,105.53
NA,0.23,20.53,6.99,NA,1.32,13.47,56.01,2.08,28.71,3.86,NA,0.74,54.08,1.46,8.03,0.58,109.04
0.03,0.31,21.07,0.58,0.33,2.79,13.21,10.88,0.87,28.96,1.86,NA,0.07,111.27,0.66,14.14,0.45,100.43
NA,0.26,27,1.08,NA,0.19,9,21.33,2.27,32.71,1.3,0.06,2.52,46.35,0.47,2.93,0.3,85.88
0.04,0.39,42.24,5.7,NA,2.52,11.24,12.14,2.25,16.82,0.5,NA,2.62,74.21,NA,12.89,NA,71.49
NA,0.29,18.66,1.11,NA,2.08,8.4,32.22,3.01,8.24,3.33,0.41,0.95,50.26,1,3.62,NA,53.69
NA,0.24,12.8,3.1,NA,0.93,9.21,75.25,2.84,11.75,1.79,0.44,0.42,49.08,0.09,0.59,0.5,45.97
0.01,0.24,10.8,1.46,0.94,0.12,8.35,40.66,1.78,33.22,0.31,0.06,0.16,95.34,0.52,0.61,0.22,36.9
0.04,0.27,29.82,1.24,0.17,1.46,7.87,30.26,5.75,9.81,0.14,0.2,0.19,31.29,NA,0.77,0.24,46.56
9.48,4.49,9.23,112.9,31.09,10.38,137.24,130.87,35.14,2111.17,41.32,NA,0.31,NA,4.14,0.66,25.32,1134.47
15.75,3.82,1.31,87.2,82.76,8.33,118.38,413.69,626.5,158.98,17.14,NA,0.84,NA,12.12,0.47,28.36,1022.13
0.06,3.08,0.85,107.22,51.78,10.77,138.89,237.74,44.01,192.32,11,NA,0.4,NA,0.04,194.25,13.19,1436.4
NA,3.26,0.41,302.04,55.58,15.52,137.81,88.98,36.96,141.82,23.78,NA,0.35,NA,NA,0.76,15.8,1420.47
28.45,2.77,0.3,6.86,38.49,6.02,324.22,353.3,8.73,161.26,30.42,NA,1.61,21.16,NA,13.3,14.36,1120.75
29.83,2.65,0.19,9.93,101.51,5.41,323.02,273.38,6.26,46.49,26.49,NA,0.25,19.76,3.77,12.59,25.44,1139.56
9.33,2.21,0.03,5.1,2.31,2.97,221.83,83.37,27.1,34.25,10.59,0.06,3.37,4.03,0.85,2.27,7.69,1055.14
20.33,2.13,0.02,14.42,2.68,4.47,256.91,72.05,5.39,77.17,21.61,0.01,2.48,9.57,2.23,13.16,6.2,1293.95
18.27,1.61,0.02,15.45,10.88,5.36,212.02,112.29,5.83,31.24,11.21,0.01,5.62,15.86,0.91,1.97,5.6,902.11
13.12,1.62,0.16,38.33,22.47,5.93,113.29,52.39,6.75,75.15,6.06,0.01,1.08,23.58,1.01,4.24,17.94,1100.43
4.74,1.61,0.03,15.07,24.04,1.82,133.56,133.04,9.76,226.82,3.34,0.01,0.37,13.19,1.58,0.46,4.67,528.18
4.33,1.14,0.06,24.61,21.91,6.65,169.5,76.38,16.52,104.3,8.86,0.01,0.16,24.34,5.76,6.53,88.94,808.37
4.9,1.22,0.01,20.71,16.44,2.76,124.16,191.71,7.72,67.44,38.7,0.01,0.67,33.55,0.61,1.32,7.64,349.59
10.64,0.9,0.1,24.57,9.24,0.16,130.64,264.06,6.9,468.98,41.91,0.01,0.54,37.21,2.13,2.98,20.11,534.75
15.9,1.57,0.05,3.89,79.82,2.4,472.2,111.9,7.36,30.27,15.38,NA,0.35,14.53,NA,2.75,4.09,765.01
8.83,1.38,0.04,12.66,3.75,1.04,404.35,170.84,5.43,269.85,12.83,0.14,1.16,65.31,2.2,2.23,12.17,476.75
0.15,6.24,0.02,5.3,12.64,2.77,145.28,173.93,5.37,28.19,4.79,NA,0.59,6.95,0.74,25.17,43.22,268.65
4.38,6.64,0.76,1.79,15.78,3.98,242.07,455.75,5.67,489.29,NA,NA,0.75,29.47,1.96,5.31,19.21,314.93
7.5,1.98,1.08,16.23,14.75,2.99,146.16,156.5,6.92,37.76,2.74,0.47,1.54,21.24,9.78,15.28,18.85,250.58
NA,5.42,1.23,36.53,3.8,NA,0.99,41.75,5.2,120.28,7.63,NA,5.87,9.09,0.6,0.64,0.55,1231.32
NA,2.92,2.52,4.48,2.42,NA,1.99,21.67,4.05,124.01,2.58,NA,3.29,NA,NA,12.34,0.62,121.93
0.06,3.8,2.3,4.43,1.19,NA,12.31,68.89,0.77,39.01,7.96,NA,3.38,NA,NA,0.39,0.71,125.21
NA,2.85,2.42,4.71,2.58,NA,3.3,37.8,3.33,105.55,7.72,0.06,4.04,NA,NA,2.34,0.43,75.14
NA,2.31,2.12,4.49,NA,NA,1.42,26.9,1.06,25.82,1.02,NA,2.07,23.74,NA,1.84,0.53,63.39
NA,2.34,1.37,2.85,NA,0.38,25.54,13.11,1.14,21.29,2.65,0.06,2.45,30.76,10.02,0.33,0.51,70.06
NA,1.93,1.43,0.95,0.98,NA,3.93,28.58,0.97,32.1,6.03,0.16,6.12,34.04,33.45,4.36,0.61,111.58
NA,1.97,1.33,6.43,1.08,NA,0.9,2.47,0.32,26.4,1.55,0.02,0.68,43.34,17.34,0.95,7.53,54.92
0.03,2.34,5.8,4.57,NA,1.68,1.62,30.74,5.48,127.47,2.85,0.06,5.18,87.98,6.09,15.88,4.79,141.27
NA,2.28,2.57,8.99,NA,5.71,1.6,12.13,2.51,14.6,1.93,0.03,3.27,97.47,5.54,2.8,16.28,173.5
NA,1.38,1.76,0.24,0.79,0.32,3.01,13.56,2.9,12.38,0.28,0.03,0.53,38.01,7.11,0.06,3.09,69.22
NA,2.31,3.12,3.38,NA,1.59,4.31,10.68,1.03,7.38,0.54,0.03,1.32,33.9,13.67,0.94,0.21,71.98
NA,1.51,4.67,1.47,NA,0.82,3.16,19.37,0.35,19,1.36,0.1,2.46,50.21,7.56,6.61,0.02,59.88
0.03,1.98,1.66,2.49,NA,NA,3.49,22.62,0.29,15.97,0.43,0.08,0.08,61.38,3.5,0.31,18.18,56.93
0.04,1.31,1.63,1.87,NA,NA,5.42,22.8,1.14,18.65,0.74,0.04,0.09,61.94,2.04,0.23,NA,529.52
NA,0.11,1.79,0.94,NA,NA,3.28,35.24,3.79,11.23,0.38,0.06,0.53,61.4,4.44,0.34,0.03,203.13
NA,0.54,1.33,7.45,NA,0.9,2.23,12.73,3.52,11.46,0.22,0.05,0.01,115,0.47,0.74,0.04,139.46
NA,0.69,1.06,1.65,NA,0.02,3.32,11.65,1.51,31.07,0.02,0.03,0.76,101.08,2.92,0.26,0.02,104.16
0.08,0.19,1.47,2.16,NA,0.57,3.23,7.57,3.05,15.42,NA,0.04,1.51,56.02,0.21,0.39,0.01,71.24
NA,0.02,0.16,NA,NA,NA,5.93,NA,0.12,1.36,NA,NA,0.05,NA,NA,NA,NA,0.38
NA,NA,0.06,0.28,NA,NA,9.42,0.36,0.07,0.36,NA,NA,0.1,NA,NA,0.37,NA,0.06
NA,0.01,0.22,0.18,NA,NA,4.86,0.07,0.15,0.82,0.02,NA,NA,NA,NA,NA,NA,0.13
NA,0.01,0.19,0.22,NA,NA,5.41,0.03,0.77,0.24,NA,NA,0.02,NA,NA,NA,0.03,NA
NA,0.02,NA,0.18,NA,NA,4.23,0.07,0.03,0.02,NA,NA,NA,19.45,NA,0.02,0.01,0.01
NA,0.02,NA,0.15,NA,NA,6.17,0.07,0.29,0.13,0.01,NA,0.07,21.07,NA,NA,NA,0.01
NA,0.02,NA,0.13,NA,NA,8.58,0.06,0.34,0.08,NA,NA,0.14,14.52,NA,NA,NA,1.37
NA,NA,NA,0.16,NA,NA,6.77,0.02,NA,0.06,NA,NA,NA,19.54,NA,NA,NA,NA
NA,NA,NA,0.37,NA,NA,5.74,NA,0.02,0.03,NA,NA,NA,15.63,NA,NA,NA,0.8
NA,NA,NA,0.28,NA,NA,5.83,0.06,NA,0.2,NA,NA,NA,15.1,NA,NA,NA,0.01
NA,0.01,NA,0.26,NA,NA,6.19,NA,0.68,0.03,NA,NA,NA,16.68,0.01,NA,NA,0.29
NA,0.01,NA,0.12,NA,NA,7.61,NA,NA,0.02,NA,NA,NA,42.43,NA,0.01,NA,0.28
NA,0.01,NA,0.07,NA,NA,5.93,NA,NA,0.09,NA,NA,NA,28.16,NA,NA,NA,0.22
NA,NA,NA,0.06,NA,NA,5.14,NA,NA,0.01,NA,NA,NA,16.86,NA,NA,NA,0.07
NA,NA,NA,0.25,NA,NA,5.55,NA,NA,0.01,NA,NA,NA,20.13,NA,NA,NA,0.03
NA,0.01,NA,0.05,NA,NA,5.58,0.02,0.22,0.09,NA,NA,NA,6.4,NA,NA,NA,0.01
NA,0.01,NA,2.64,NA,NA,3.59,0.04,NA,0.1,NA,NA,NA,9.49,NA,NA,NA,0.18
NA,0.01,NA,0.05,NA,NA,4.62,0.05,54.65,0.33,NA,NA,NA,22.77,NA,0.06,NA,0.14
0.02,0.01,0.18,1.45,NA,NA,4.99,0.08,NA,0.32,NA,NA,NA,11.35,NA,0.06,NA,0.13
1.78,NA,NA,1.51,NA,6.85,NA,11.12,25,NA,NA,0.05,11.03,NA,NA,NA,NA,9.03
4.95,0.01,6.73,9.29,1.02,3.15,6.59,28.55,16.79,0.07,7.06,NA,23.44,NA,NA,5.16,NA,30.71
10.63,NA,4.08,9.73,0.99,0.21,0.5,29.41,18.15,0.7,6.93,NA,46.79,NA,4.85,5.31,5.95,17.45
5.85,0.01,4.84,6.98,25.74,0.33,3.74,13.89,47.56,17.01,21.82,NA,12.3,NA,3.85,12.82,4.37,20.2
1.04,0.02,1.62,3,0.75,0.14,1.62,9.1,25.48,14.44,0.86,NA,4.23,0.7,3.79,1.98,2.48,36.54
0.21,0.02,0.86,2.28,NA,0.59,0.52,9.29,6.16,1.42,6.26,NA,13.74,0.82,9.29,1.6,2.59,40.01
NA,0.05,0.33,0.06,NA,0.49,5.11,2.12,18.85,0.45,5.57,NA,12.34,0.4,6.32,3.25,1.01,14.33
